interval_start_timestamp,visitors,pct_communicated
2020-11-01T00:00:00+00:00,230,19.130434782608692
2020-11-02T00:00:00+00:00,1240,30.080645161290327
2020-11-03T00:00:00+00:00,1013,26.3573543928924
2020-11-04T00:00:00+00:00,752,30.718085106382976
2020-11-05T00:00:00+00:00,696,31.46551724137931
2020-11-06T00:00:00+00:00,576,34.72222222222222
2020-11-07T00:00:00+00:00,480,43.54166666666666
2020-11-08T00:00:00+00:00,331,37.160120845921455
