interval_start_timestamp,speaking_minutes
2022-10-17T00:00:00+00:00,12
2022-10-18T00:00:00+00:00,0
2022-10-19T00:00:00+00:00,104
2022-10-20T00:00:00+00:00,409
2022-10-21T00:00:00+00:00,845
2022-10-22T00:00:00+00:00,129
2022-10-23T00:00:00+00:00,126
