interval_start_timestamp,channel_name,channel_id,listeners,communicators
2022-10-27T00:00:00+00:00,globo,1027724196916248659,31,24
2022-10-27T00:00:00+00:00,thoughtworks,1027724227152973924,80,34
2022-10-27T00:00:00+00:00,sbf,1027724401438887937,71,10
