interval_start_timestamp,messages,messages_per_communicator
2022-10-17T00:00:00+00:00,46,2.7058823529411766
2022-10-18T00:00:00+00:00,14,2.8
2022-10-19T00:00:00+00:00,66,9.428571428571429
2022-10-20T00:00:00+00:00,258,7.588235294117647
2022-10-21T00:00:00+00:00,446,10.372093023255815
2022-10-22T00:00:00+00:00,133,11.083333333333334
2022-10-23T00:00:00+00:00,76,5.066666666666666
